zip5,lat,lon,state,temp_1_f,temp_2_f,temp_3_f,temp_4_f,temp_5_f,temp_6_f,temp_7_f,temp_1_c,temp_2_c,temp_3_c,temp_4_c,temp_5_c,temp_6_c,temp_7_c,warnings
01128,42.095344,-72.48857,MA,69,81,70,75,60,58,81,20.6,27.2,21.1,23.9,15.6,14.4,27.2,
01129,42.121031,-72.4896,MA,78,76,70,67,72,69,78,25.6,24.4,21.1,19.4,22.2,20.6,25.6,
01130,45.58081,-66.18793,MA,83,86,73,70,69,64,63,28.3,30,22.8,21.1,20.6,17.8,17.2,
01131,42.83872,-68.99129,MA,68,66,77,71,72,73,68,20,18.9,25,21.7,22.2,22.8,20,
01132,45.38405,-69.17877,MA,68,69,70,91,76,73,64,20,20.6,21.1,32.8,24.4,22.8,17.8,
01133,42.170731,-72.604842,MA,73,79,74,84,75,62,77,22.8,26.1,23.3,28.9,23.9,16.7,25,
01134,42.56737,-67.26681,MA,74,61,71,86,79,66,67,23.3,16.1,21.7,30,26.1,18.9,19.4,
01135,43.53181,-73.97681,MA,71,67,80,83,82,76,78,21.7,19.4,26.7,28.3,27.8,24.4,25.6,
01136,41.39942,-68.24305,MA,65,71,84,68,60,71,74,18.3,21.7,28.9,20,15.6,21.7,23.3,
01137,42.6282,-67.11914,MA,73,66,69,61,67,66,74,22.8,18.9,20.6,16.1,19.4,18.9,23.3,
01138,42.170731,-72.604842,MA,56,72,77,69,64,79,60,13.3,22.2,25,20.6,17.8,26.1,15.6,
01139,42.170731,-72.604842,MA,78,74,65,60,63,72,71,25.6,23.3,18.3,15.6,17.2,22.2,21.7,
01140,43.98165,-68.03539,MA,71,76,84,64,71,66,70,21.7,24.4,28.9,17.8,21.7,18.9,21.1,
01141,42.99536,-68.57297,MA,69,69,77,65,64,68,67,20.6,20.6,25,18.3,17.8,20,19.4,
01142,42.02671,-71.13386,MA,77,83,75,74,73,89,66,25,28.3,23.9,23.3,22.8,31.7,18.9,
01143,42.4165,-66.87747,MA,80,76,77,76,78,61,79,26.7,24.4,25,24.4,25.6,16.1,26.1,tornado_warning
01144,42.101796,-72.59151,MA,72,68,73,82,74,64,62,22.2,20,22.8,27.8,23.3,17.8,16.7,
01145,41.81678,-73.78628,MA,64,74,47,67,81,67,67,17.8,23.3,8.3,19.4,27.2,19.4,19.4,
01146,41.15559,-66.69,MA,83,71,66,58,71,81,64,28.3,21.7,18.9,14.4,21.7,27.2,17.8,
01147,44.36233,-67.7592,MA,77,76,71,71,75,69,73,25,24.4,21.7,21.7,23.9,20.6,22.8,
01148,41.92001,-72.90894,MA,71,72,77,77,84,71,72,21.7,22.2,25,25,28.9,21.7,22.2,
01149,44.02347,-71.8364,MA,68,80,84,69,80,76,67,20,26.7,28.9,20.6,26.7,24.4,19.4,
01150,42.80555,-66.68267,MA,74,77,74,70,81,69,71,23.3,25,23.3,21.1,27.2,20.6,21.7,
01151,42.153926,-72.50531,MA,72,77,68,59,78,70,80,22.2,25,20,15,25.6,21.1,26.7,
01152,42.170731,-72.604842,MA,77,62,63,77,77,70,72,25,16.7,17.2,25,25,21.1,22.2,
01153,41.65046,-70.71402,MA,73,74,71,76,69,64,73,22.8,23.3,21.7,24.4,20.6,17.8,22.8,
01154,42.29991,-67.66063,MA,66,72,69,68,74,75,84,18.9,22.2,20.6,20,23.3,23.9,28.9,
01155,44.33115,-73.03237,MA,73,73,75,77,77,74,70,22.8,22.8,23.9,25,25,23.3,21.1,
01156,42.43449,-67.5919,MA,61,64,80,80,62,73,67,16.1,17.8,26.7,26.7,16.7,22.8,19.4,
01157,42.54206,-66.34603,MA,67,76,71,61,67,75,82,19.4,24.4,21.7,16.1,19.4,23.9,27.8,
01158,41.46785,-73.09404,MA,68,69,75,76,67,67,69,20,20.6,23.9,24.4,19.4,19.4,20.6,
01159,45.66148,-70.47245,MA,79,69,71,60,70,58,79,26.1,20.6,21.7,15.6,21.1,14.4,26.1,
01160,45.08808,-66.92162,MA,73,66,75,79,73,67,65,22.8,18.9,23.9,26.1,22.8,19.4,18.3,
01161,45.71489,-72.55764,MA,78,66,67,85,74,60,68,25.6,18.9,19.4,29.4,23.3,15.6,20,
01162,42.93708,-70.67712,MA,66,77,70,79,75,68,69,18.9,25,21.1,26.1,23.9,20,20.6,
01163,45.57882,-67.53862,MA,66,75,73,70,84,71,77,18.9,23.9,22.8,21.1,28.9,21.7,25,
01164,45.01471,-73.32916,MA,65,82,83,60,77,78,73,18.3,27.8,28.3,15.6,25,25.6,22.8,
01165,42.33341,-72.65482,MA,79,75,83,76,65,59,91,26.1,23.9,28.3,24.4,18.3,15,32.8,
01166,45.14034,-73.48065,MA,79,81,71,74,74,67,72,26.1,27.2,21.7,23.3,23.3,19.4,22.2,
01167,41.61008,-69.44834,MA,74,81,80,82,79,65,72,23.3,27.2,26.7,27.8,26.1,18.3,22.2,
01168,43.84211,-68.89512,MA,70,81,77,71,83,76,72,21.1,27.2,25,21.7,28.3,24.4,22.2,severe_thunderstorm_warning
01169,44.57156,-66.99978,MA,80,68,78,82,93,75,82,26.7,20,25.6,27.8,33.9,23.9,27.8,
01170,43.98723,-67.72571,MA,70,91,78,77,69,65,82,21.1,32.8,25.6,25,20.6,18.3,27.8,
01171,45.96533,-68.67534,MA,69,64,76,75,74,75,69,20.6,17.8,24.4,23.9,23.3,23.9,20.6,
01172,42.42443,-66.31061,MA,77,83,67,71,75,75,77,25,28.3,19.4,21.7,23.9,23.9,25,
01173,42.05984,-73.64027,MA,82,69,77,74,68,81,80,27.8,20.6,25,23.3,20,27.2,26.7,
01174,45.33051,-67.59492,MA,79,71,69,69,64,84,92,26.1,21.7,20.6,20.6,17.8,28.9,33.3,
01175,41.85077,-73.62126,MA,72,65,76,76,77,80,86,22.2,18.3,24.4,24.4,25,26.7,30,
01176,45.48757,-73.49815,MA,80,62,68,73,77,66,72,26.7,16.7,20,22.8,25,18.9,22.2,
01177,45.82545,-70.79425,MA,69,70,63,79,80,77,67,20.6,21.1,17.2,26.1,26.7,25,19.4,
01178,45.08587,-70.52778,MA,69,64,71,82,80,61,63,20.6,17.8,21.7,27.8,26.7,16.1,17.2,tornado_warning
01179,45.69462,-73.40315,MA,65,80,80,58,64,78,68,18.3,26.7,26.7,14.4,17.8,25.6,20,
01180,41.44845,-73.65815,MA,66,79,84,64,78,83,76,18.9,26.1,28.9,17.8,25.6,28.3,24.4,
01181,45.62909,-68.38955,MA,74,91,70,65,67,72,85,23.3,32.8,21.1,18.3,19.4,22.2,29.4,
01182,44.37604,-72.75052,MA,70,63,64,68,69,71,77,21.1,17.2,17.8,20,20.6,21.7,25,
01183,43.62663,-66.17453,MA,60,91,67,76,82,73,76,15.6,32.8,19.4,24.4,27.8,22.8,24.4,
01184,45.18725,-67.62262,MA,65,71,82,65,67,66,81,18.3,21.7,27.8,18.3,19.4,18.9,27.2,
01185,44.07632,-71.32993,MA,82,80,76,74,90,77,81,27.8,26.7,24.4,23.3,32.2,25,27.2,
01186,44.21461,-70.76237,MA,66,72,81,70,81,66,67,18.9,22.2,27.2,21.1,27.2,18.9,19.4,
01187,44.29038,-73.16854,MA,70,77,70,80,70,68,82,21.1,25,21.1,26.7,21.1,20,27.8,
01188,42.07996,-68.74789,MA,69,75,79,73,67,61,83,20.6,23.9,26.1,22.8,19.4,16.1,28.3,severe_thunderstorm_warning
01189,41.67969,-68.3526,MA,78,77,64,70,64,69,70,25.6,25,17.8,21.1,17.8,20.6,21.1,
01190,42.50981,-69.91915,MA,77,65,71,68,76,79,76,25,18.3,21.7,20,24.4,26.1,24.4,
01191,42.31597,-70.7122,MA,73,68,81,70,71,75,71,22.8,20,27.2,21.1,21.7,23.9,21.7,
01192,43.66755,-67.23867,MA,90,78,76,68,82,77,65,32.2,25.6,24.4,20,27.8,25,18.3,
01193,41.45812,-67.16106,MA,79,84,72,71,76,71,81,26.1,28.9,22.2,21.7,24.4,21.7,27.2,
01194,45.45141,-69.16874,MA,74,79,69,72,84,74,82,23.3,26.1,20.6,22.2,28.9,23.3,27.8,
01195,42.1,-72.58,MA,79,80,59,67,68,76,76,26.1,26.7,15,19.4,20,24.4,24.4,
01196,43.59872,-69.22547,MA,75,64,60,82,64,65,79,23.9,17.8,15.6,27.8,17.8,18.3,26.1,
01197,44.00311,-70.36763,MA,79,67,78,73,72,76,77,26.1,19.4,25.6,22.8,22.2,24.4,25,
01198,42.23146,-67.61163,MA,79,82,63,79,77,69,72,26.1,27.8,17.2,26.1,25,20.6,22.2,
01199,42.119943,-72.604983,MA,72,78,71,65,70,81,68,22.2,25.6,21.7,18.3,21.1,27.2,20,
01200,43.397,-71.02669,MA,67,74,66,81,77,79,68,19.4,23.3,18.9,27.2,25,26.1,20,
01201,42.45384,-73.254,MA,73,71,79,68,72,81,72,22.8,21.7,26.1,20,22.2,27.2,22.2,
01202,42.3929,-73.228483,MA,66,65,66,60,72,70,74,18.9,18.3,18.9,15.6,22.2,21.1,23.3,
01203,42.3929,-73.228483,MA,73,84,71,78,78,64,64,22.8,28.9,21.7,25.6,25.6,17.8,17.8,
01204,42.86737,-68.07889,MA,71,83,57,64,71,69,75,21.7,28.3,13.9,17.8,21.7,20.6,23.9,
01205,44.81797,-66.01839,MA,69,82,77,69,76,62,68,20.6,27.8,25,20.6,24.4,16.7,20,
01206,44.93048,-71.291,MA,59,74,75,78,83,80,70,15,23.3,23.9,25.6,28.3,26.7,21.1,
01207,41.19839,-73.5809,MA,67,77,73,77,67,68,66,19.4,25,22.8,25,19.4,20,18.9,
01208,43.45415,-71.02039,MA,61,71,76,76,61,77,82,16.1,21.7,24.4,24.4,16.1,25,27.8,
01209,44.31649,-66.76577,MA,76,67,64,62,72,74,79,24.4,19.4,17.8,16.7,22.2,23.3,26.1,
01210,44.09023,-72.14777,MA,76,71,72,69,97,77,56,24.4,21.7,22.2,20.6,36.1,25,13.3,
01211,45.87651,-69.94816,MA,81,73,70,87,73,73,67,27.2,22.8,21.1,30.6,22.8,22.8,19.4,
01212,41.49717,-66.50816,MA,77,69,82,75,71,89,76,25,20.6,27.8,23.9,21.7,31.7,24.4,
01213,44.77977,-66.96319,MA,79,85,80,81,74,73,70,26.1,29.4,26.7,27.2,23.3,22.8,21.1,
01214,43.48765,-71.47757,MA,65,76,81,81,83,79,88,18.3,24.4,27.2,27.2,28.3,26.1,31.1,
01215,44.15815,-70.66993,MA,81,82,71,72,71,78,74,27.2,27.8,21.7,22.2,21.7,25.6,23.3,
01216,45.85043,-71.29726,MA,81,80,78,69,82,63,83,27.2,26.7,25.6,20.6,27.8,17.2,28.3,
01217,41.88228,-73.18309,MA,79,63,70,76,71,74,73,26.1,17.2,21.1,24.4,21.7,23.3,22.8,
01218,45.20316,-68.47316,MA,56,65,75,84,66,87,74,13.3,18.3,23.9,28.9,18.9,30.6,23.3,
01219,44.86901,-71.04788,MA,75,67,79,81,65,74,75,23.9,19.4,26.1,27.2,18.3,23.3,23.9,
01220,42.619727,-73.11842,MA,70,86,75,74,68,71,66,21.1,30,23.9,23.3,20,21.7,18.9,
01221,41.70152,-67.5421,MA,74,64,90,66,75,75,75,23.3,17.8,32.2,18.9,23.9,23.9,23.9,
01222,42.057496,-73.32177,MA,77,65,80,65,85,83,78,25,18.3,26.7,18.3,29.4,28.3,25.6,
01223,42.314449,-73.09335,MA,68,72,76,71,75,73,79,20,22.2,24.4,21.7,23.9,22.8,26.1,
01224,42.3929,-73.228483,MA,67,77,84,88,66,71,69,19.4,25,28.9,31.1,18.9,21.7,20.6,
01225,42.551731,-73.1653,MA,67,60,69,71,62,82,66,19.4,15.6,20.6,21.7,16.7,27.8,18.9,
01226,42.476575,-73.11547,MA,83,74,68,70,69,79,84,28.3,23.3,20,21.1,20.6,26.1,28.9,
01227,42.516145,-73.092852,MA,69,75,68,68,68,86,68,20.6,23.9,20,20,20,30,20,
01228,44.42731,-70.80471,MA,64,85,73,62,70,88,82,17.8,29.4,22.8,16.7,21.1,31.1,27.8,
01229,42.279292,-73.343545,MA,70,82,64,69,82,67,67,21.1,27.8,17.8,20.6,27.8,19.4,19.4,
01230,42.189715,-73.35249,MA,86,73,84,75,53,74,69,30,22.8,28.9,23.9,11.7,23.3,20.6,
01231,42.153001,-73.298131,MA,80,66,68,77,77,70,68,26.7,18.9,20,25,25,21.1,20,
01232,44.85696,-66.95385,MA,70,74,73,72,69,66,79,21.1,23.3,22.8,22.2,20.6,18.9,26.1,
01233,45.76407,-72.53882,MA,71,90,85,73,80,77,66,21.7,32.2,29.4,22.8,26.7,25,18.9,
01234,43.50067,-73.95807,MA,75,75,75,70,71,82,73,23.9,23.9,23.9,21.1,21.7,27.8,22.8,
01235,42.433661,-73.09278,MA,77,79,82,82,68,70,78,25,26.1,27.8,27.8,20,21.1,25.6,
01236,42.266874,-73.36236,MA,64,70,69,84,69,74,80,17.8,21.1,20.6,28.9,20.6,23.3,26.7,severe_thunderstorm_warning
01237,42.557346,-73.24364,MA,69,79,70,65,81,81,73,20.6,26.1,21.1,18.3,27.2,27.2,22.8,
01238,42.299263,-73.2327,MA,78,78,64,80,81,79,84,25.6,25.6,17.8,26.7,27.2,26.1,28.9,
01239,42.38345,-66.1028,MA,78,73,80,75,68,83,81,25.6,22.8,26.7,23.9,20,28.3,27.2,severe_thunderstorm_warning
01240,42.36237,-73.27683,MA,76,73,76,72,61,68,85,24.4,22.8,24.4,22.2,16.1,20,29.4,severe_thunderstorm_warning
01241,44.1923,-72.20157,MA,61,71,71,69,84,69,65,16.1,21.7,21.7,20.6,28.9,20.6,18.3,
01242,42.336557,-73.24599,MA,68,79,74,69,70,75,77,20,26.1,23.3,20.6,21.1,23.9,25,
01243,42.356088,-73.010448,MA,78,75,66,64,69,73,80,25.6,23.9,18.9,17.8,20.6,22.8,26.7,
01244,42.139104,-73.20312,MA,67,67,61,76,60,80,87,19.4,19.4,16.1,24.4,15.6,26.7,30.6,
01245,42.180659,-73.20849,MA,72,69,66,61,87,70,73,22.2,20.6,18.9,16.1,30.6,21.1,22.8,
01246,44.73267,-66.96739,MA,80,79,77,86,79,84,78,26.7,26.1,25,30,26.1,28.9,25.6,
01247,42.696064,-73.10145,MA,84,73,73,74,84,81,73,28.9,22.8,22.8,23.3,28.9,27.2,22.8,
01248,42.5929,-68.89705,MA,76,73,76,73,68,65,82,24.4,22.8,24.4,22.8,20,18.3,27.8,
01249,44.48607,-66.15761,MA,74,90,80,81,77,57,78,23.3,32.2,26.7,27.2,25,13.9,25.6,
01250,43.31921,-73.10678,MA,78,75,69,75,79,77,62,25.6,23.9,20.6,23.9,26.1,25,16.7,
01251,45.8591,-71.0789,MA,57,76,78,82,81,81,84,13.9,24.4,25.6,27.8,27.2,27.2,28.9,
01252,42.198648,-73.446234,MA,68,76,88,81,81,66,76,20,24.4,31.1,27.2,27.2,18.9,24.4,
01253,42.198403,-73.10205,MA,69,78,82,72,67,67,77,20.6,25.6,27.8,22.2,19.4,19.4,25,
01254,42.374711,-73.36336,MA,74,70,79,76,78,72,73,23.3,21.1,26.1,24.4,25.6,22.2,22.8,
01255,42.088973,-73.12444,MA,77,79,74,68,76,73,80,25,26.1,23.3,20,24.4,22.8,26.7,
01256,42.592506,-73.01123,MA,75,63,79,78,64,70,85,23.9,17.2,26.1,25.6,17.8,21.1,29.4,
01257,42.102694,-73.36591,MA,64,70,72,60,71,82,78,17.8,21.1,22.2,15.6,21.7,27.8,25.6,
01258,42.103122,-73.45734,MA,63,85,81,71,80,84,72,17.2,29.4,27.2,21.7,26.7,28.9,22.2,
01259,42.0645,-73.24674,MA,63,80,71,71,73,54,79,17.2,26.7,21.7,21.7,22.8,12.2,26.1,
01260,42.286586,-73.313274,MA,60,73,70,82,71,71,63,15.6,22.8,21.1,27.8,21.7,21.7,17.2,
01261,45.85313,-69.61403,MA,67,86,82,90,71,80,61,19.4,30,27.8,32.2,21.7,26.7,16.1,
01262,42.283216,-73.31423,MA,65,69,68,77,68,74,76,18.3,20.6,20,25,20,23.3,24.4,
01263,42.3929,-73.228483,MA,74,79,68,76,70,77,79,23.3,26.1,20,24.4,21.1,25,26.1,severe_thunderstorm_warning
01264,42.224905,-73.20394,MA,68,79,71,78,66,60,74,20,26.1,21.7,25.6,18.9,15.6,23.3,
01265,45.60854,-70.19116,MA,87,73,73,82,78,74,75,30.6,22.8,22.8,27.8,25.6,23.3,23.9,
01266,42.328535,-73.36407,MA,70,82,65,73,68,71,75,21.1,27.8,18.3,22.8,20,21.7,23.9,
01267,42.689962,-73.22355,MA,86,70,75,73,72,68,78,30,21.1,23.9,22.8,22.2,20,25.6,
01268,44.47594,-68.67541,MA,74,88,77,65,82,76,64,23.3,31.1,25,18.3,27.8,24.4,17.8,
01269,41.92327,-68.77303,MA,60,75,80,73,69,70,61,15.6,23.9,26.7,22.8,20.6,21.1,16.1,severe_thunderstorm_warning
01270,42.443726,-73.116127,MA,59,82,72,80,73,68,71,15,27.8,22.2,26.7,22.8,20,21.7,
01271,45.07847,-67.30828,MA,75,68,69,75,68,63,79,23.9,20,20.6,23.9,20,17.2,26.1,
01272,44.19678,-73.88603,MA,79,66,72,77,71,63,64,26.1,18.9,22.2,25,21.7,17.2,17.8,
01273,45.64569,-71.84666,MA,80,83,73,75,66,70,67,26.7,28.3,22.8,23.9,18.9,21.1,19.4,
01274,43.72196,-68.60687,MA,75,71,73,62,82,82,71,23.9,21.7,22.8,16.7,27.8,27.8,21.7,
01275,42.02913,-73.62473,MA,78,82,72,80,78,77,79,25.6,27.8,22.2,26.7,25.6,25,26.1,
01276,41.64269,-69.86324,MA,75,74,76,73,79,78,78,23.9,23.3,24.4,22.8,26.1,25.6,25.6,
01277,43.43034,-70.63652,MA,67,82,73,66,81,67,72,19.4,27.8,22.8,18.9,27.2,19.4,22.2,
01278,43.49779,-67.61144,MA,81,58,65,63,80,79,71,27.2,14.4,18.3,17.2,26.7,26.1,21.7,
01279,42.74545,-71.36728,MA,71,71,87,67,57,77,72,21.7,21.7,30.6,19.4,13.9,25,22.2,
01280,44.68555,-73.06428,MA,67,88,62,76,64,84,69,19.4,31.1,16.7,24.4,17.8,28.9,20.6,
01281,42.79537,-66.49415,MA,76,76,83,66,67,75,74,24.4,24.4,28.3,18.9,19.4,23.9,23.3,
01282,41.97979,-73.28289,MA,73,74,71,73,77,71,68,22.8,23.3,21.7,22.8,25,21.7,20,
01283,42.84094,-72.47983,MA,68,72,77,68,76,74,62,20,22.2,25,20,24.4,23.3,16.7,
01284,43.11126,-68.83755,MA,77,55,77,75,74,66,80,25,12.8,25,23.9,23.3,18.9,26.7,
01285,45.64546,-70.50583,MA,76,71,66,74,76,70,71,24.4,21.7,18.9,23.3,24.4,21.1,21.7,
01286,44.57316,-70.6831,MA,76,76,73,62,74,70,77,24.4,24.4,22.8,16.7,23.3,21.1,25,
01287,45.68091,-66.42647,MA,82,74,66,70,88,76,77,27.8,23.3,18.9,21.1,31.1,24.4,25,
01288,42.88212,-67.2468,MA,74,79,73,69,63,76,71,23.3,26.1,22.8,20.6,17.2,24.4,21.7,
01289,42.8389,-73.49514,MA,77,77,72,74,95,92,63,25,25,22.2,23.3,35,33.3,17.2,
01290,41.92715,-73.7843,MA,73,71,71,74,71,75,61,22.8,21.7,21.7,23.3,21.7,23.9,16.1,
01291,43.50044,-73.73624,MA,84,73,74,81,64,76,71,28.9,22.8,23.3,27.2,17.8,24.4,21.7,
01292,45.01935,-71.47138,MA,78,70,68,69,70,78,79,25.6,21.1,20,20.6,21.1,25.6,26.1,
01293,41.75853,-69.16024,MA,84,88,75,76,73,79,75,28.9,31.1,23.9,24.4,22.8,26.1,23.9,
01294,42.13195,-67.96719,MA,81,83,81,78,73,76,71,27.2,28.3,27.2,25.6,22.8,24.4,21.7,
01295,44.07817,-67.29299,MA,72,76,71,79,84,80,82,22.2,24.4,21.7,26.1,28.9,26.7,27.8,
01296,42.65088,-68.39806,MA,77,82,79,76,65,82,72,25,27.8,26.1,24.4,18.3,27.8,22.2,
01297,42.10819,-71.50276,MA,66,84,71,77,70,74,61,18.9,28.9,21.7,25,21.1,23.3,16.1,
01298,41.98443,-70.14153,MA,76,71,72,58,84,68,64,24.4,21.7,22.2,14.4,28.9,20,17.8,
01299,43.38015,-70.42459,MA,84,80,75,81,74,77,71,28.9,26.7,23.9,27.2,23.3,25,21.7,
01300,43.18179,-66.69197,MA,79,90,73,73,70,85,56,26.1,32.2,22.8,22.8,21.1,29.4,13.3,
01301,42.605524,-72.60098,MA,74,63,74,63,60,85,74,23.3,17.2,23.3,17.2,15.6,29.4,23.3,
01302,42.522178,-72.624164,MA,67,63,78,67,78,75,66,19.4,17.2,25.6,19.4,25.6,23.9,18.9,
01303,44.25652,-67.06921,MA,76,80,68,60,79,80,70,24.4,26.7,20,15.6,26.1,26.7,21.1,
01304,45.53235,-69.11503,MA,71,70,70,66,71,61,87,21.7,21.1,21.1,18.9,21.7,16.1,30.6,
01305,42.91385,-69.48959,MA,70,73,85,74,70,83,74,21.1,22.8,29.4,23.3,21.1,28.3,23.3,
01306,41.64659,-67.80613,MA,69,71,74,83,71,78,82,20.6,21.7,23.3,28.3,21.7,25.6,27.8,
01307,44.48081,-67.68045,MA,76,65,70,70,65,93,67,24.4,18.3,21.1,21.1,18.3,33.9,19.4,
01308,44.3854,-71.81832,MA,62,75,66,75,81,85,63,16.7,23.9,18.9,23.9,27.2,29.4,17.2,
01309,44.88538,-72.60025,MA,78,68,77,75,59,76,74,25.6,20,25,23.9,15,24.4,23.3,
01310,42.18722,-68.41982,MA,79,67,74,68,78,81,78,26.1,19.4,23.3,20,25.6,27.2,25.6,
01311,45.88837,-69.33406,MA,66,68,82,68,69,74,62,18.9,20,27.8,20,20.6,23.3,16.7,
01312,41.31589,-70.27368,MA,88,71,83,64,71,75,82,31.1,21.7,28.3,17.8,21.7,23.9,27.8,
01313,45.68652,-66.09212,MA,72,73,74,80,69,85,70,22.2,22.8,23.3,26.7,20.6,29.4,21.1,
01314,44.49802,-72.97315,MA,84,81,72,63,69,75,68,28.9,27.2,22.2,17.2,20.6,23.9,20,
01315,43.07976,-72.71753,MA,59,79,89,69,82,67,69,15,26.1,31.7,20.6,27.8,19.4,20.6,severe_thunderstorm_warning
01316,44.08425,-69.09395,MA,79,77,70,77,79,71,75,26.1,25,21.1,25,26.1,21.7,23.9,
01317,42.48352,-69.29535,MA,70,69,79,83,66,86,63,21.1,20.6,26.1,28.3,18.9,30,17.2,
01318,44.75079,-71.52722,MA,66,77,65,80,78,77,80,18.9,25,18.3,26.7,25.6,25,26.7,
01319,44.05556,-73.79401,MA,67,78,73,67,90,68,72,19.4,25.6,22.8,19.4,32.2,20,22.2,
01320,44.85846,-69.0188,MA,68,83,69,80,79,62,66,20,28.3,20.6,26.7,26.1,16.7,18.9,
01321,42.62893,-73.19548,MA,74,75,71,70,67,62,86,23.3,23.9,21.7,21.1,19.4,16.7,30,
01322,42.73715,-73.33144,MA,70,72,61,75,66,65,69,21.1,22.2,16.1,23.9,18.9,18.3,20.6,
01323,43.17564,-73.24397,MA,75,67,70,61,72,78,76,23.9,19.4,21.1,16.1,22.2,25.6,24.4,
01324,43.62092,-69.15161,MA,71,73,81,75,78,73,62,21.7,22.8,27.2,23.9,25.6,22.8,16.7,
01325,44.27232,-70.6844,MA,75,72,67,61,68,67,65,23.9,22.2,19.4,16.1,20,19.4,18.3,
01326,42.18756,-71.54512,MA,68,68,70,74,80,82,86,20,20,21.1,23.3,26.7,27.8,30,
01327,44.82417,-69.34479,MA,73,68,62,77,92,72,81,22.8,20,16.7,25,33.3,22.2,27.2,severe_thunderstorm_warning
01328,42.99907,-73.81963,MA,75,70,73,71,72,77,67,23.9,21.1,22.8,21.7,22.2,25,19.4,
01329,42.55457,-70.54502,MA,68,75,62,68,81,91,68,20,23.9,16.7,20,27.2,32.8,20,
01330,42.521131,-72.81116,MA,73,66,76,73,60,78,80,22.8,18.9,24.4,22.8,15.6,25.6,26.7,
01331,42.579931,-72.20836,MA,65,84,77,68,75,63,75,18.3,28.9,25,20,23.9,17.2,23.9,
01332,41.79862,-69.44401,MA,74,79,70,73,78,75,78,23.3,26.1,21.1,22.8,25.6,23.9,25.6,
01333,42.14414,-68.04794,MA,77,62,70,78,74,68,74,25,16.7,21.1,25.6,23.3,20,23.3,
01334,43.52885,-66.08517,MA,75,74,62,81,75,74,74,23.9,23.3,16.7,27.2,23.9,23.3,23.3,severe_thunderstorm_warning
01335,44.51181,-67.66698,MA,63,68,66,84,76,75,67,17.2,20,18.9,28.9,24.4,23.9,19.4,
01336,43.64717,-72.14086,MA,73,63,72,70,66,90,77,22.8,17.2,22.2,21.1,18.9,32.2,25,
01337,42.678023,-72.55569,MA,75,76,73,73,80,69,71,23.9,24.4,22.8,22.8,26.7,20.6,21.7,
01338,42.569498,-72.802,MA,67,63,66,79,68,76,70,19.4,17.2,18.9,26.1,20,24.4,21.1,
01339,42.626858,-72.87939,MA,61,78,72,73,80,73,74,16.1,25.6,22.2,22.8,26.7,22.8,23.3,
01340,42.673371,-72.73104,MA,83,69,73,56,70,77,73,28.3,20.6,22.8,13.3,21.1,25,22.8,
01341,42.508313,-72.70403,MA,68,74,76,72,69,67,82,20,23.3,24.4,22.2,20.6,19.4,27.8,
01342,42.542322,-72.6091,MA,66,83,66,76,80,87,71,18.9,28.3,18.9,24.4,26.7,30.6,21.7,
01343,42.642666,-72.986231,MA,66,68,76,79,71,77,66,18.9,20,24.4,26.1,21.7,25,18.9,
01344,42.607051,-72.41396,MA,65,76,71,69,75,60,82,18.3,24.4,21.7,20.6,23.9,15.6,27.8,
01345,41.59351,-71.5788,MA,66,79,68,72,66,55,80,18.9,26.1,20,22.2,18.9,12.8,26.7,
01346,42.669255,-72.80494,MA,74,84,72,62,75,74,73,23.3,28.9,22.2,16.7,23.9,23.3,22.8,
01347,42.556558,-72.518104,MA,85,70,72,71,65,72,56,29.4,21.1,22.2,21.7,18.3,22.2,13.3,
01348,44.50396,-70.00922,MA,78,71,74,70,88,60,80,25.6,21.7,23.3,21.1,31.1,15.6,26.7,
01349,42.5737,-72.50525,MA,68,62,78,81,73,78,70,20,16.7,25.6,27.2,22.8,25.6,21.1,
01350,42.712257,-72.97629,MA,76,66,74,83,74,67,68,24.4,18.9,23.3,28.3,23.3,19.4,20,
01351,42.534976,-72.52522,MA,70,76,60,72,74,65,73,21.1,24.4,15.6,22.2,23.3,18.3,22.8,
01352,45.62943,-70.7587,MA,87,75,88,76,75,87,81,30.6,23.9,31.1,24.4,23.9,30.6,27.2,
01353,44.18854,-72.14608,MA,79,84,93,75,75,61,70,26.1,28.9,33.9,23.9,23.9,16.1,21.1,
01354,42.522178,-72.624164,MA,79,72,76,79,80,79,78,26.1,22.2,24.4,26.1,26.7,26.1,25.6,
01355,42.485899,-72.33345,MA,73,88,76,73,78,71,79,22.8,31.1,24.4,22.8,25.6,21.7,26.1,
01356,43.15901,-68.25555,MA,88,73,78,67,81,69,84,31.1,22.8,25.6,19.4,27.2,20.6,28.9,
01357,44.95288,-71.98801,MA,66,75,65,78,83,76,79,18.9,23.9,18.3,25.6,28.3,24.4,26.1,
01358,42.33007,-66.27709,MA,65,83,56,72,70,70,71,18.3,28.3,13.3,22.2,21.1,21.1,21.7,
01359,42.02155,-72.47891,MA,72,78,77,65,73,73,77,22.2,25.6,25,18.3,22.8,22.8,25,
01360,42.682285,-72.45649,MA,76,80,66,76,64,79,63,24.4,26.7,18.9,24.4,17.8,26.1,17.2,severe_thunderstorm_warning
01361,44.55881,-73.27579,MA,84,71,77,82,72,64,83,28.9,21.7,25,27.8,22.2,17.8,28.3,
01362,42.51247,-70.09379,MA,75,68,72,57,76,73,80,23.9,20,22.2,13.9,24.4,22.8,26.7,
